id,codigo,titulo,descricao,subtitulo,objetivos,tipo,tipo_desafio,categoria,dificuldade,metodologia_id,pontos_base,pontos_recompensa,pontos_bonus,badge_id,criterios_conclusao,criterios_avaliacao,recursos_necessarios,prazo_dias,data_inicio,data_fim,dias_bonus_velocidade,imagem_url,icone,cor_tematica,ordem,ordem_exibicao,ativo,visivel_para,limite_participantes,total_participantes,total_concluintes,created_at,updated_at
4ef345f1-653d-4f42-ad12-474df6c8e86e,QUIZ-007,Compassos e Fórmulas de Tempo,"Identifique compassos binários, ternários e quaternários. Leia fórmulas de compasso!",,,quiz,quiz,teoria,2,a5a5b85d-bace-4415-90bb-01c80cb1564c,150,150,0,,"{""questoes"": [{""opcoes"": [""4 tempos por compasso, semínima = 1 tempo"", ""4 compassos por música"", ""4 notas por compasso"", ""4 instrumentos""], ""correta"": 0, ""pergunta"": ""O que significa a fórmula de compasso 4/4?"", ""explicacao"": ""4/4 significa: 4 tempos por compasso (número de cima) e a semínima vale 1 tempo (número de baixo = 4). É o compasso mais comum na música popular.""}, {""opcoes"": [""2 tempos"", ""3 tempos"", ""4 tempos"", ""6 tempos""], ""correta"": 1, ""pergunta"": ""Quantos tempos tem um compasso 3/4?"", ""explicacao"": ""Compasso 3/4 tem 3 tempos por compasso. É o compasso característico da valsa. A semínima continua valendo 1 tempo.""}, {""opcoes"": [""Ternário"", ""Binário"", ""Quaternário"", ""Quinário""], ""correta"": 1, ""pergunta"": ""Qual tipo de compasso é o 2/4?"", ""explicacao"": ""2/4 é binário (2 tempos por compasso). Comum em marchas e polcas. Binário = 2 tempos, Ternário = 3 tempos, Quaternário = 4 tempos.""}, {""opcoes"": [""Com duas claves"", ""Cada tempo se divide em 3"", ""Com pausas"", ""Com muitas notas""], ""correta"": 1, ""pergunta"": ""O que é um compasso composto?"", ""explicacao"": ""No compasso composto, cada tempo se divide em 3 partes (ternário). Exemplo: 6/8 (2 tempos compostos). No simples, cada tempo se divide em 2.""}], ""aula_requisito"": 12, ""minimo_acertos"": 2}",,,10,,,,,,,7,,true,todos,,0,0,2025-10-28 01:00:50.854504+00,2025-10-28 01:00:50.854504+00
4fa1c470-fd80-4b87-b356-41fb56e939f6,VIDEO-004,Apresentação para Família,Filme-se tocando para sua família. Pratique performance com público!,,,performance,video,apresentacao,2,5122d3b5-3f1e-4cb0-bc9b-ff6e140a51a2,200,200,0,,"{""aula_requisito"": 12, ""tipo_evidencia"": ""video""}",,,14,,,,,,,29,,true,todos,,0,0,2025-10-28 01:00:50.854504+00,2025-10-28 01:00:50.854504+00
54654c4b-2ebb-484f-a068-4111d7c518f2,AUDIO-010,Interprete uma MPB,Toque um trecho de uma música popular brasileira de sua escolha. Explore a brasilidade!,,,pratico,audio,repertorio,3,68632b58-86b0-44e7-becc-69099e78764d,200,200,0,,"{""aula_requisito"": 20, ""tipo_evidencia"": ""audio""}",,,14,,,,,,,20,,true,todos,,0,0,2025-10-28 01:00:50.854504+00,2025-10-28 01:00:50.854504+00
55fb1327-1a05-4aaa-b125-8c5f52307aff,TEXTO-002,Seu Compositor Favorito,Pesquise e escreva sobre um compositor que você admira.,Mínimo 300 palavras. Explique por que ele é especial.,"[""Pesquisar compositor"",""Analisar obra musical"",""Desenvolver senso crítico""]",semanal,semanal,aprendizado,2,28ff3697-1df2-48a6-a961-2f10054a3720,150,150,0,,"{""tipo"": ""texto"", ""tarefas"": [{""id"": ""t1"", ""texto"": ""Pesquisar compositor"", ""concluida"": false}, {""id"": ""t2"", ""texto"": ""Escrever análise (mín. 300 palavras)"", ""concluida"": false}], ""palavras_minimo"": 300}",,,7,,,,,📚,,32,32,true,todos,,0,0,2025-10-27 21:00:21.599587+00,2025-10-27 21:00:21.599587+00
62ee05c6-7c38-4f18-94ab-950b96471361,QUIZ-004,Escalas Maiores,Identifique a estrutura das escalas maiores.,Quiz intermediário sobre teoria de escalas.,"[""Compreender estrutura de escalas maiores"",""Identificar padrões de tons e semitons""]",mensal,mensal,aprendizado,3,8622a0d3-c389-47bf-a3a9-843bfcc293a2,200,200,0,,"{""questoes"": [{""opcoes"": [""T-T-S-T-T-T-S"", ""T-S-T-T-S-T-T"", ""S-T-T-T-S-T-T"", ""T-T-T-S-T-T-S""], ""correta"": 0, ""pergunta"": ""Qual é a fórmula de tons de uma escala maior?"", ""explicacao"": ""A escala maior segue: Tom-Tom-Semitom-Tom-Tom-Tom-Semitom (T-T-S-T-T-T-S). Esta fórmula pode ser aplicada a partir de qualquer nota.""}, {""opcoes"": [""Nenhum"", ""1 sustenido (Fá#)"", ""2 sustenidos"", ""3 sustenidos""], ""correta"": 1, ""pergunta"": ""Quantos sustenidos tem a escala de Sol Maior?"", ""explicacao"": ""Sol Maior tem 1 sustenido: Fá#. A sequência é: Sol, Lá, Si, Dó, Ré, Mi, Fá#, Sol.""}, {""opcoes"": [""Sol Maior"", ""Ré Maior"", ""Dó Maior"", ""Fá Maior""], ""correta"": 2, ""pergunta"": ""Qual escala maior não tem acidentes?"", ""explicacao"": ""Dó Maior é a única escala maior sem sustenidos ou bemóis: Dó, Ré, Mi, Fá, Sol, Lá, Si, Dó. Por isso é geralmente a primeira escala ensinada.""}, {""opcoes"": [""Decoração na partitura"", ""Sustenidos ou bemóis no início"", ""Tipo de clef"", ""Símbolo de tempo""], ""correta"": 1, ""pergunta"": ""O que é uma armadura de clave?"", ""explicacao"": ""A armadura de clave são os sustenidos ou bemóis escritos logo após a clave, indicando a tonalidade da música (qual escala está sendo usada).""}], ""aula_requisito"": 6, ""minimo_acertos"": 3}",,,14,,,,,🎹,,4,4,true,todos,,1,0,2025-10-27 21:00:21.599587+00,2025-10-27 21:00:21.599587+00
62f312fa-39da-451e-a49b-d292b6e7b1da,QUIZ-005,Acordes e Harmonia Básica,"Tríades maiores, menores e formação de acordes.",Essencial para compreender harmonia!,"[""Formar acordes básicos"",""Identificar tríades maiores e menores"",""Compreender harmonia""]",mensal,mensal,aprendizado,3,8622a0d3-c389-47bf-a3a9-843bfcc293a2,200,200,0,,"{""questoes"": [{""opcoes"": [""2 notas"", ""3 notas"", ""4 notas"", ""5 notas""], ""correta"": 1, ""pergunta"": ""Quantas notas formam uma tríade?"", ""explicacao"": ""Uma tríade é formada por 3 notas: fundamental, terça e quinta. É o acorde básico da harmonia tradicional.""}, {""opcoes"": [""A fundamental"", ""A terça"", ""A quinta"", ""A sétima""], ""correta"": 1, ""pergunta"": ""O que torna um acorde maior ou menor?"", ""explicacao"": ""A terça define se o acorde é maior ou menor. Terça maior (2 tons) = acorde maior. Terça menor (1,5 tons) = acorde menor.""}, {""opcoes"": [""Dó-Ré-Mi"", ""Dó-Mi-Sol"", ""Dó-Fá-Sol"", ""Dó-Mi-Lá""], ""correta"": 1, ""pergunta"": ""Quais são as notas do acorde de Dó Maior?"", ""explicacao"": ""Dó Maior = Dó (fundamental) + Mi (terça maior) + Sol (quinta justa). Estas três notas formam a tríade de Dó Maior.""}, {""opcoes"": [""Tocar ao contrário"", ""Mudar a nota mais grave"", ""Acorde em outra oitava"", ""Acorde sustenido""], ""correta"": 1, ""pergunta"": ""O que significa \""inversão de acorde\""?"", ""explicacao"": ""Inversão é quando mudamos qual nota está no baixo (mais grave). Na posição fundamental, a fundamental está embaixo. Na 1ª inversão, a terça fica no baixo.""}], ""aula_requisito"": 8, ""minimo_acertos"": 3}",,,14,,,,,🎸,,5,5,true,todos,,1,0,2025-10-27 21:00:21.599587+00,2025-10-27 21:00:21.599587+00
687eb143-9df4-402d-9e5e-34c24c59753c,VIDEO-007,Mini Recital - 3 Músicas,Grave um mini recital com 3 músicas diferentes. Demonstre versatilidade!,,,performance,video,recital,5,5122d3b5-3f1e-4cb0-bc9b-ff6e140a51a2,500,500,0,,"{""aula_requisito"": 32, ""duracao_minima"": 180, ""tipo_evidencia"": ""video""}",,,45,,,,,,,32,,true,todos,,0,0,2025-10-28 01:00:50.854504+00,2025-10-28 01:00:50.854504+00
7bb4c394-cca2-480b-854c-14de626ad8a6,TEXTO-001,O que Música Significa para Você?,Escreva sobre o que a música representa em sua vida.,Mínimo 200 palavras. Seja honesto e profundo.,"[""Refletir sobre música"",""Expressar-se por escrito"",""Desenvolver autoconsciência""]",diario,diario,onboarding,1,a8a09c03-0771-4b2a-911b-8a357f312b63,100,100,0,,"{""tipo"": ""texto"", ""tarefas"": [{""id"": ""t1"", ""texto"": ""Escrever reflexão (mín. 200 palavras)"", ""concluida"": false}], ""palavras_minimo"": 200}",,,7,,,,,✍️,,31,31,true,todos,,0,0,2025-10-27 21:00:21.599587+00,2025-10-27 21:00:21.599587+00
86657191-13d6-4ae0-9645-fe78c7669ca1,VIDEO-002,Demonstração de Técnica,Filme sua técnica instrumental.,"Mostre posição das mãos, postura, respiração (se aplicável).","[""Demonstrar técnica instrumental"",""Aplicar postura correta"",""Controlar respiração""]",mensal,mensal,pratica,2,5122d3b5-3f1e-4cb0-bc9b-ff6e140a51a2,200,200,0,,"{""tipo"": ""video"", ""tarefas"": [{""id"": ""t1"", ""texto"": ""Estudar técnica"", ""concluida"": false}, {""id"": ""t2"", ""texto"": ""Gravar demonstração"", ""concluida"": false}]}",,,14,,,,,🎯,,22,22,true,todos,,0,0,2025-10-27 21:00:21.599587+00,2025-10-27 21:00:21.599587+00
8b88518c-edfc-42ef-9e36-f2f4a3660dce,AUDIO-015,Performance de Obra Completa,Grave uma música completa (mínimo 1 minuto). Sua primeira performance integral!,,,pratico,audio,performance,4,5122d3b5-3f1e-4cb0-bc9b-ff6e140a51a2,400,400,0,,"{""aula_requisito"": 30, ""duracao_minima"": 60, ""tipo_evidencia"": ""audio""}",,,30,,,,,,,25,,true,todos,,0,0,2025-10-28 01:00:50.854504+00,2025-10-28 01:00:50.854504+00
94f20e7f-6517-4f4c-aada-bf7265187009,QUIZ-010,Teoria Musical Avançada,"Modos, modulação, acordes de 7ª e 9ª. Para quem quer ir além!",,,quiz,quiz,teoria,4,a5a5b85d-bace-4415-90bb-01c80cb1564c,300,300,0,,"{""questoes"": [{""opcoes"": [""Uma escala cromática"", ""Uma escala com padrão específico de tons"", ""Um tipo de acorde"", ""Uma forma musical""], ""correta"": 1, ""pergunta"": ""O que é um modo musical?"", ""explicacao"": ""Modos são escalas com padrões específicos de intervalos. Os 7 modos gregos: Jônio (= escala maior), Dórico, Frígio, Lídio, Mixolídio, Eólio (= menor natural), Lócrio.""}, {""opcoes"": [""São a mesma coisa"", ""Modulação muda de tom dentro da música, transposição muda a música toda"", ""Transposição é só para piano"", ""Modulação é mais difícil""], ""correta"": 1, ""pergunta"": ""Qual é a diferença entre modulação e transposição?"", ""explicacao"": ""Modulação = mudar de tonalidade DURANTE a música (ex: de Dó Maior para Sol Maior no meio). Transposição = tocar a música INTEIRA em outra tonalidade.""}, {""opcoes"": [""Acorde do 7º grau"", ""Acorde do 5º grau com 7ª menor"", ""Acorde com 7 notas"", ""Acorde difícil""], ""correta"": 1, ""pergunta"": ""O que é um acorde de 7ª dominante?"", ""explicacao"": ""Acorde de 7ª dominante = acorde do V grau (dominante) + 7ª menor. Em Dó: G7 (Sol-Si-Ré-Fá). Tem tensão que \""pede\"" resolução para a tônica. Muito usado no blues e jazz.""}, {""opcoes"": [""3 notas"", ""4 notas"", ""5 notas"", ""9 notas""], ""correta"": 2, ""pergunta"": ""Quantas notas tem um acorde de 9ª?"", ""explicacao"": ""Acorde de 9ª tem 5 notas: fundamental, 3ª, 5ª, 7ª e 9ª. A 9ª é a 2ª oitavada. Exemplo: C9 = Dó-Mi-Sol-Si♭-Ré. Comum no jazz, bossa nova e música sofisticada.""}, {""opcoes"": [""Música harmônica"", ""Notas diferentes com mesmo som"", ""Acorde complexo"", ""Instrumento antigo""], ""correta"": 1, ""pergunta"": ""O que significa \""enarmônico\""?"", ""explicacao"": ""Enarmônico = notas escritas diferente mas com MESMO som. Exemplo: Dó# e Ré♭ soam igual no piano. Fá# e Sol♭ também. A escolha depende do contexto harmônico.""}], ""aula_requisito"": 25, ""minimo_acertos"": 3}",,,21,,,,,,,10,,true,todos,,0,0,2025-10-28 01:00:50.854504+00,2025-10-28 01:00:50.854504+00
9f3a5322-022d-4356-a5d5-4610fba4c9cc,TEXTO-003,Diário Musical Semanal,Mantenha um diário por uma semana sobre suas práticas.,"Anote descobertas, desafios e progressos diários.","[""Desenvolver autoconsciência"",""Registrar evolução"",""Refletir sobre aprendizado""]",semanal,semanal,exploracao,2,a8a09c03-0771-4b2a-911b-8a357f312b63,150,150,0,,"{""tipo"": ""texto"", ""tarefas"": [{""id"": ""t1"", ""texto"": ""Escrever dia 1"", ""concluida"": false}, {""id"": ""t2"", ""texto"": ""Escrever dia 2"", ""concluida"": false}, {""id"": ""t3"", ""texto"": ""Escrever dia 3"", ""concluida"": false}, {""id"": ""t4"", ""texto"": ""Escrever dia 4"", ""concluida"": false}, {""id"": ""t5"", ""texto"": ""Escrever dia 5"", ""concluida"": false}, {""id"": ""t6"", ""texto"": ""Escrever dia 6"", ""concluida"": false}, {""id"": ""t7"", ""texto"": ""Escrever dia 7"", ""concluida"": false}]}",,,7,,,,,📔,,33,33,true,todos,,0,0,2025-10-27 21:00:21.599587+00,2025-10-27 21:00:21.599587+00
a47810f3-f995-44df-b6ce-e88afc9d1257,AUDIO-003,Exercício Rítmico: Semínimas,Grave um exercício de 8 compassos usando apenas semínimas.,Mantenha o pulso constante! Use metrônomo se necessário.,"[""Controlar ritmo"",""Manter pulso regular"",""Executar semínimas""]",semanal,semanal,pratica,1,99551ce6-bdc4-4cd2-b72f-728cc09f36ae,100,100,0,,"{""tipo"": ""audio"", ""tarefas"": [{""id"": ""t1"", ""texto"": ""Gravar exercício rítmico"", ""concluida"": false}]}",,,7,,,,,🥁,,13,13,true,todos,,1,0,2025-10-27 21:00:21.599587+00,2025-10-27 21:00:21.599587+00
aa06bd63-a259-4780-a21b-630684361cd0,AUDIO-005,Improviso Livre - 30 segundos,Crie uma melodia improvisada de 30 segundos.,Solte sua criatividade! Não precisa ser perfeito.,"[""Improvisar melodia"",""Expressar criatividade"",""Desenvolver musicalidade""]",mensal,mensal,exploracao,2,68632b58-86b0-44e7-becc-69099e78764d,200,200,0,,"{""tipo"": ""audio"", ""tarefas"": [{""id"": ""t1"", ""texto"": ""Criar improviso"", ""concluida"": false}, {""id"": ""t2"", ""texto"": ""Gravar performance"", ""concluida"": false}], ""duracao_maxima"": 35, ""duracao_minima"": 25}",,,14,,,,,🎨,,15,15,true,todos,,0,0,2025-10-27 21:00:21.599587+00,2025-10-27 21:00:21.599587+00
b8b3b1c9-edb3-4dc9-b21a-925460f70146,AUDIO-012,Escala de Lá Menor Natural,Toque a escala de Lá menor natural (relativa de Dó maior). Compare as sonoridades!,,,pratico,audio,tecnica,2,8622a0d3-c389-47bf-a3a9-843bfcc293a2,150,150,0,,"{""aula_requisito"": 16, ""tipo_evidencia"": ""audio""}",,,10,,,,,,,22,,true,todos,,0,0,2025-10-28 01:00:50.854504+00,2025-10-28 01:00:50.854504+00
bb8c1b22-ef0e-4bec-8175-62ac3ea57bd9,VIDEO-006,Interprete com Emoção,Escolha uma música expressiva e interprete com profunda emoção. Toque com o coração!,,,performance,video,interpretacao,4,5122d3b5-3f1e-4cb0-bc9b-ff6e140a51a2,350,350,0,,"{""aula_requisito"": 25, ""tipo_evidencia"": ""video""}",,,30,,,,,,,31,,true,todos,,0,0,2025-10-28 01:00:50.854504+00,2025-10-28 01:00:50.854504+00
c6d625da-aea9-4af3-9019-3e941caa727d,VIDEO-003,Expressividade na Performance,Toque uma música demonstrando expressão facial e corporal.,Transmita emoção através da música!,"[""Expressar emoção musicalmente"",""Usar linguagem corporal"",""Comunicar sentimentos""]",especial,especial,exploracao,3,5122d3b5-3f1e-4cb0-bc9b-ff6e140a51a2,250,250,0,,"{""tipo"": ""video"", ""tarefas"": [{""id"": ""t1"", ""texto"": ""Escolher música expressiva"", ""concluida"": false}, {""id"": ""t2"", ""texto"": ""Praticar com emoção"", ""concluida"": false}, {""id"": ""t3"", ""texto"": ""Gravar performance"", ""concluida"": false}]}",,,21,,,,,🎭,,23,23,true,todos,,1,0,2025-10-27 21:00:21.599587+00,2025-10-27 21:00:21.599587+00
ccb49535-c948-4b4d-b433-cae63635ca95,TEXTO-006,Crie uma Melodia Original,"Componha uma melodia simples e escreva sobre: processo criativo, inspiração, decisões.",,,criativo,texto,composicao,3,d64dac55-ed34-4f4d-93c7-d6fca955eff5,250,250,0,,"{""aula_requisito"": 25, ""tipo_evidencia"": ""texto""}",,,21,,,,,,,39,,true,todos,,0,0,2025-10-28 01:00:50.854504+00,2025-10-28 01:00:50.854504+00
dd928f2a-4d1f-4e01-9681-1b27922140a6,AUDIO-008,Articulação: Staccato e Legato,Grave um exercício alternando staccato e legato. Contraste e clareza!,,,pratico,audio,tecnica,2,8622a0d3-c389-47bf-a3a9-843bfcc293a2,150,150,0,,"{""aula_requisito"": 9, ""tipo_evidencia"": ""audio""}",,,10,,,,,,,18,,true,todos,,0,0,2025-10-28 01:00:50.854504+00,2025-10-28 01:00:50.854504+00
def6b957-c43f-485d-b623-d39dcb128015,QUIZ-002,Leitura de Partitura Nível 1,Identifique notas na pauta e reconheça valores rítmicos.,Teste seus conhecimentos de leitura musical.,"[""Ler notas na clave de sol"",""Reconhecer valores rítmicos"",""Identificar pausas""]",semanal,semanal,aprendizado,2,a5a5b85d-bace-4415-90bb-01c80cb1564c,150,150,0,,"{""questoes"": [{""opcoes"": [""Mi"", ""Sol"", ""Si"", ""Ré""], ""correta"": 2, ""pergunta"": ""Qual nota está na segunda linha da clave de sol?"", ""explicacao"": ""Na clave de sol, as linhas de baixo para cima são: Mi, Sol, Si, Ré, Fá. Então a segunda linha é o Sol. Os espaços são: Fá, Lá, Dó, Mi.""}, {""opcoes"": [""1"", ""1/2"", ""1/4"", ""2""], ""correta"": 1, ""pergunta"": ""Uma colcheia vale quantos tempos?"", ""explicacao"": ""A colcheia vale 1/2 tempo (meio tempo). São necessárias 2 colcheias para completar 1 tempo. É metade do valor da semínima.""}, {""opcoes"": [""Uma linha no espaço"", ""Um traço na linha"", ""Um gancho para baixo"", ""Um quadrado preenchido""], ""correta"": 2, ""pergunta"": ""Qual é o símbolo da pausa de semínima?"", ""explicacao"": ""A pausa de semínima é representada por um pequeno gancho para baixo (ʃ). Ela indica um silêncio de 1 tempo.""}], ""aula_requisito"": 2, ""minimo_acertos"": 2}",,,7,,,,,🎼,,2,2,true,todos,,1,0,2025-10-27 21:00:21.599587+00,2025-10-27 21:00:21.599587+00
e021661e-28a8-4b5d-8b8a-dfea91cf1973,VIDEO-008,Performance de Encerramento,Sua performance final do curso! Mostre tudo que aprendeu. Grande apresentação!,,,performance,video,recital,5,5122d3b5-3f1e-4cb0-bc9b-ff6e140a51a2,600,600,0,,"{""aula_requisito"": 38, ""duracao_minima"": 120, ""tipo_evidencia"": ""video""}",,,60,,,,,,,33,,true,todos,,0,0,2025-10-28 01:00:50.854504+00,2025-10-28 01:00:50.854504+00
efbbc7c3-bb86-41c8-9a98-c271297cf415,TEXTO-004,Diário Musical Semanal,"Mantenha um diário por uma semana: práticas, descobertas, desafios, progressos.",,,reflexivo,texto,diario,2,a8a09c03-0771-4b2a-911b-8a357f312b63,150,150,0,,"{""aula_requisito"": 10, ""tipo_evidencia"": ""texto""}",,,7,,,,,,,37,,true,todos,,0,0,2025-10-28 01:00:50.854504+00,2025-10-28 01:00:50.854504+00
f23318a4-d5b8-40e2-bb7c-85524a663671,AUDIO-013,Melodia com Ornamentos,"Adicione ornamentos (trinados, mordentes) a uma melodia simples. Sofisticação!",,,pratico,audio,tecnica,3,8622a0d3-c389-47bf-a3a9-843bfcc293a2,200,200,0,,"{""aula_requisito"": 22, ""tipo_evidencia"": ""audio""}",,,14,,,,,,,23,,true,todos,,0,0,2025-10-28 01:00:50.854504+00,2025-10-28 01:00:50.854504+00
f3aeda82-6a51-4702-a0e5-b80131940f8a,TEXTO-005,Explorando um Gênero Musical,"Escolha um gênero musical e escreva sobre: história, características, artistas principais.",,,reflexivo,texto,pesquisa,2,d64dac55-ed34-4f4d-93c7-d6fca955eff5,150,150,0,,"{""aula_requisito"": 20, ""tipo_evidencia"": ""texto"", ""palavras_minimo"": 350}",,,14,,,,,,,38,,true,todos,,0,0,2025-10-28 01:00:50.854504+00,2025-10-28 01:00:50.854504+00